Topic,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,Count,msCount,uriCount
38,حدثناه,حديثه,ادم,يتابع,منكر,البخاري,بصري,سمعت,كوفي,نظر,442,377,15
39,زيدا,الفاعل,نحو,المفعول,الفعل,ضرب,عمرا,بيمينك,واختار,تقديم,438,355,149
40,عقب,الكاظم,اولاد,اعقب,فعقبه,ولد,اعقاب,الجون,الاصغر,المعقبين,436,209,30
41,واخبرنا,الصحيح,الروذباري,الحافظ,الحميدي,اخبرناه,اخبرنا,فذكره,داسه,عبدان,426,403,36
42,عبدالله,يبكي,الدنيا,المداني,دموعه,حدثني,الحواري,يقول,ضمره,سمعت,425,312,120
43,تسميه,فليح,فاروق,بدرا,شهد,الانصار,المسيبي,الخطابي,الخليل,شهاب,419,342,14
44,القوا,السحره,حبالهم,وعصيهم,نكون,تلقي,ساحر,سحرهم,ملقون,تلقف,416,315,102
45,القاهري,وسبعماه,وثمانماه,ويعرف,ونشا,الشهاب,الشرف,الدين,الماضي,تقريبا,409,379,54
46,بغا,الزنج,المهتدي,مفلح,المعتمد,سامرا,الاهواز,توزون,المعتز,الموفق,359,310,45
47,حنيفه,خسرو,مسنده,ورواه,المقري,واخرجه,الاشناني,البلخي,حمدان,رضي,354,293,30
48,تلمسان,السلطان,حمو,فاس,زيان,مرين,تاشفين,بجايه,عنان,يغمراسن,352,307,34
49,رضينا,الاشتر,يلهث,فتكلم,شوري,خلعت,مثلك,اتفقنا,فحمد,نخلع,348,231,84
50,الخصيب,الوالي,ناصر,انا,قرات,اجازه,منجويه,انبانا,الحكاك,طاهر,341,294,5
51,نا,انا,عبدالله,السمرقندي,زاهر,القاسم,النقور,عبدالرحمن,طاهر,البنا,340,329,14
52,واحمد,وابو,والقاسم,ومحمد,الرازي,والحسن,وجعفر,وزكريا,وابراهيم,والحسين,333,316,30
53,سماعا,انبانا,اجازه,بسماعه,اخبر,مشافهه,المقدسي,باجازتها,السلفي,القادر,325,235,92
54,بامامه,الامامه,القطعيه,يمت,الاماميه,الواقفه,الممطوره,الشيعه,الفرقه,بامامته,321,223,136
55,التهذيب,الجرح,تهذيب,والتعديل,الكمال,التقريب,كني,الكاشف,والتهذيب,الاعتدال,320,271,59
56,القلب,النفس,الروحانيه,الروح,تجلي,التجلي,الحق,الصفات,مقام,صفات,317,267,66
57,الرقم,المغازلي,الورق,مناقبه,مناقب,ترجمه,مردويه,الحسكاني,الكتب,تحت,311,267,33
58,لاوي,قاهث,يوشع,افريدون,يصهر,منوشهر,منوجهر,كالب,العمالقه,نون,309,250,129
59,الباقون,ذكوان,والكساي,باليا,وقرا,وحمزه,بالتا,قرا,اليا,الاخفش,306,255,30
60,مجاشع,اسناده,صحيح,شرط,الزجر,الصحيحه,بيانات,الشيخين,الشامله,المسسه,294,274,31
61,سماع,رشد,العتبيه,اشهب,سحنون,المجموعه,رسم,المدونه,القاسم,يجزه,291,248,27
62,الوفاه,وعنه,وجماعه,توفي,سمع,واخرون,بغدادي,البغدادي,حرف,الخطيب,288,261,19
63,الدارقطني,البيهقي,مرفوعا,والبيهقي,طريق,الحاكم,واخرجه,ضعيف,ورواه,والدارقطني,285,269,90
64,كناه,شباب,المنقري,حدث,مهران,البصري,خياط,يعني,البصريين,العدوي,282,234,11
65,بمنزله,بعدي,مني,لعلي,منازل,النبوه,نبي,هارون,مولاه,لهارون,270,216,146
66,تفرد,غريب,وتفرد,حديث,يروه,الحديث,وغريب,به,عنه,نكتبه,268,234,9
67,الجراد,القمل,فكشف,الضفادع,عنا,فدعا,ادع,فارسل,يكشف,ونرسل,265,149,71
68,وثنا,وحدثنا,الحميدي,غنام,فاروق,الطلحي,ثنا,القعنبي,بشر,الرمادي,262,243,23
69,اذنا,اجازه,اخبرنا,الكوشيدي,نعيم,كتابه,منده,اورده,الثلاثه,ريذه,259,247,24
70,لابن,طبقات,النبلا,اعلام,وفيات,انظر,تاريخ,معجم,بالوفيات,الحفاظ,259,212,168
71,وجابر,وانس,والبرا,وسعد,وحذيفه,وابو,ووال,وزيد,وعقبه,وسهل,258,235,136
72,قاسم,اصبغ,وضاح,الوارث,حدثهم,زهير,نبات,وحدثنا,نصر,وكيع,256,240,22
73,فصامه,عاشورا,بصيامه,يصومون,نصومه,فنحن,احق,شكرا,بموسي,نجي,254,220,157
74,لعلي,بمنزله,مني,بعدي,ترضي,نبي,وقاص,عميس,انت,تكون,248,191,117
75,الطبراني,ورجاله,الاوسط,وبقيه,وفيه,رجاله,رجال,ثقات,والطبراني,رواه,246,240,23
76,بخ,سي,وابي,وسليمان,خت,مد,وعبد,وسعيد,اقرانه,فق,246,237,4
77,اوله,تليها,مثناه,وسكون,ساكنه,بالفتح,انتهي,مفتوحه,الرا,بالضم,245,222,17
78,المامون,الامين,لابنه,المهدي,خلع,العهد,البيعه,الناطق,المنابر,بالدعا,236,211,74
79,خريم,السمسار,الحديد,جدي,عوف,نا,المسلم,زنجويه,انا,الفرضي,235,231,23
80,اوذي,فصبر,باكثر,يعدل,فاخبرته,لاخبرن,يرحم,فاتيته,فتغير,لقسمه,230,205,119
81,طيب,طعمها,يقرا,الاترجه,وطعمها,ومثل,وريحها,التمره,الممن,كمثل,225,190,137
82,فوقع,عاليا,بدلا,بدرجتين,بعلو,موافقه,فوافقناه,لنا,واخرجه,عاليه,221,181,59
83,اخبرهم,مردويه,الذكواني,ابنا,رجا,باصبهان,الخباز,المدب,الخير,التميمي,216,199,19
84,القراه,عرضا,مقر,غا,قرا,مب,الحروف,الداني,الاخفش,شنبوذ,212,188,25
85,جده,الاشعث,الديباجي,ابيه,بمصر,جعفر,طالب,الحسين,الكوفي,التنوخي,210,172,94
86,والمثبت,الاصل,حاصرتين,بالاصل,النسخ,المعقوفتين,الاسد,المطبوع,بهامش,تاريخ,210,199,86
87,واوفوا,الاوصيا,ره,الثمالي,الفضيل,السلام,تاويله,حرمات,قول,بصير,204,177,43
88,نا,غرزه,املا,انا,الرياني,حازم,الشاشي,البحيري,الطيسفوني,الحيري,200,177,86
89,كاف,والتمام,تام,قطع,تمام,التمام,وكذا,الوقف,تم,بتمام,199,163,8
90,ورقه,ليتني,يخرجك,الناموس,جذعا,اخيك,يات,مخرجي,اكون,فاخبره,192,174,144
91,الرب,السفر,قبه,الشعب,الاصحاح,المذبح,مواب,يسوع,القبه,الفصح,190,165,67
92,فنكاحها,نكحت,باطل,وليها,ايما,اذن,بغير,وشاهدي,بولي,فلها,189,163,109
93,فاحسن,اجران,اعتقها,تاديبها,يتون,وتزوجها,تعليمها,فادبها,وعلمها,اجرهم,189,171,125
94,ترضي,تبوك,والصبيان,اتخلفني,بمنزله,بعدي,تخلفني,تكون,مني,غزوه,188,160,114
95,تصبهم,يطيروا,سيه,الحسنه,جاتهم,طارهم,بموسي,بالسنين,الثمرات,الخصب,187,169,104
96,الالباني,الجامع,حكم,انظر,رقم,صحيح,ضعيف,حم,طب,حديث,185,175,1
97,وابا,المظفر,ولادته,بنيسابور,الشيرازي,شيخا,وخمسمه,نيسابور,المحمي,الواحدي,184,171,15
98,ثديها,ناصحون,اسيه,ظرا,لاخته,فقالت,العصا,التابوت,فحملنه,وعدها,183,154,73
99,النصف,واخت,وللاخت,ضللت,للابنه,وات,هزيل,للبنت,الابن,شرحبيل,179,163,137
100,السامري,الحلي,عجلا,خوار,جسدا,القبضه,القبط,الهكم,حلي,البقر,179,151,71
101,ومحمد,حدث,وبشر,واحمد,وحدث,والحسن,شاهين,وابا,ويوسف,السماك,178,175,30
102,مطاعن,الحسني,ادريس,طالب,حسين,الشريف,الحسيني,زين,الكريم,العابدين,174,162,65
103,متروك,رواه,الوجيهي,كذاب,والوجيهي,منكر,مرفوعا,محفوظ,يرويه,يتابع,173,162,16
104,الحبس,العسس,امير,عسكري,الممنين,المهدي,السجان,المنصور,الامير,خذ,170,157,79
105,اوتي,نفرق,والاسباط,مسلمون,النبيون,امنا,قولوا,انزل,ربهم,ويعقوب,167,151,101
106,خبر,الاستذان,الجده,رد,مسلمه,وقوي,يقبل,ميراث,بموافقه,توريث,167,154,98
107,امتك,خمسين,التخفيف,وليله,ارجع,حسنها,ينعتها,بلوت,تغيرت,فرض,166,144,120
108,المهدي,المنصور,بويع,الرشيد,الهادي,خلافته,وشهرا,وماه,وامه,وبويع,165,137,76
109,يقاتل,ويقاتل,والرجل,لتكون,شجاعه,للمغنم,قاتل,ليري,حميه,سبيل,161,145,110
110,اللامع,الزهور,الضو,وبداع,السلوك,الغمر,والضو,الوري,اخباره,المخطوط,160,151,73
111,زاهر,واخبرنا,الشحامي,النقور,الشرقي,انا,البسري,طاهر,وجيه,القاسم,156,152,19
112,قضاها,وعلي,والطاف,الكوفه,وولي,البصره,خراسان,وفيها,قضا,واليمامه,156,147,25
113,الشفق,وقت,ثلث,الفجر,العشا,الليل,الشمس,مواقيت,المغرب,الظهر,154,138,87
114,سمعت,يقول,الشبلي,الملطي,ملقي,ابا,الاسكندراني,البسطامي,حاتما,بقربانهم,153,140,35
115,وقرا,قرات,واخبره,قرا,وقرات,الشذاي,شنبوذ,الاخفش,قالون,الداجوني,152,116,22
116,عنوه,صلحا,فافتتحها,فتحت,الاهواز,افتتح,نهاوند,وفتحت,والسوس,ففتحها,152,132,66
117,العاشره,مقبول,صدوق,السادسه,السابعه,التاسعه,الحاديه,تمييز,الرابعه,الثامنه,152,111,8
118,بقراتي,الصيرفي,باصبهان,الاصم,بنيسابور,ابنا,مردويه,الشيروي,شاذان,ملاس,151,111,76
119,وكتاب,المتكلمين,المرزباني,بلال,معتزليا,المعتزله,الاشاعره,الرد,التصانيف,مذهبه,151,143,95
120,انبانا,مسعده,العتيقي,العشاري,العقيلي,والغورجي,المظفر,الحريري,الدخيل,نا,150,134,21
121,يكمل,كمل,الثريد,كفضل,واسيه,النسا,وفضل,الرجال,مره,مريم,148,140,96
122,وخلق,معين,وعنه,واخرون,ووكيع,وعبيد,ويحيي,وغيرهم,وجماعه,ثقه,147,141,22
123,حدثهم,واخبرني,اخبرني,مشيش,الطنبور,سل,سالت,بالالحان,الذمي,يعجبني,146,110,20
124,الثلاج,وثلاث,وحدث,وثلاثماه,بغداد,رزقويه,حدث,ماه,البادا,الخطيب,146,143,22
125,البطحاني,الشجري,الرسي,الاحمدي,الشهيد,الجون,الامير,الاطرف,النسابه,الاثيني,143,79,8
126,تنفرا,تعسرا,وبشرا,وتطاوعا,يسرا,ومعاذا,اليمن,تختلفا,ويسرا,معاذا,141,134,93
127,والزبيب,والشعير,الحنطه,والتمر,العشر,والحنطه,الصدقه,سقت,سقي,بعثهما,141,119,89
128,ينام,القسط,ويرفعه,يخفض,يرفع,ينبغي,فينا,كلمات,بخمس,عمل,140,115,100
129,فحج,باربعين,يخلقني,فغوي,اخلق,افتلومني,اعمله,تلومني,ادم,عملت,140,122,93
130,نوفا,يزعم,البكالي,عدو,كذب,خطيبا,لابن,الخضر,جبير,كعب,139,126,88
131,ندخلها,يخرجوا,يخافون,جبارين,ادخلوا,غالبون,خاسرين,دخلتموه,ادباركم,داخلون,139,120,79
132,السيد,طاووس,الدين,الشيخ,السيدان,جمال,الفضال,الكرامات,الطاووس,الحلي,139,61,64
133,وبشره,بالجنه,حاط,والطين,حاطا,افتح,يستاذن,فجا,حيطان,وامرني,138,112,82
134,النسخ,شرعه,شريعه,تمسكوا,دامت,بالسبت,الدوام,نسخ,شرع,عقلا,138,111,69
135,الابل,ديه,الديه,الاصابع,فقوم,ادركنا,اصبع,املاص,سوا,قضي,137,130,78
136,وشهاب,الدين,وشمس,والشيخ,وجمال,المتبولي,طولوبغا,ورقيه,وبدر,واحمد,136,124,43
137,حجاب,وحيا,يرسل,فيوحي,يكلمه,ورا,لبشر,رسولا,باذنه,يشا,136,121,95
138,الالتقا,تخريجه,موضع,الاستخراج,انظر,فواد,برقم,رقم,ملتقي,مسلم,131,74,5
139,والباب,السابقين,رقم,طريق,صحيح,البخاري,كتاب,باب,اطرافه,طرفه,130,116,17
140,اهللت,بالبطحا,كاهلال,باهلال,منيخ,احججت,قدمت,بم,طارق,لبيك,129,118,73
141,بسنده,حدث,مه,بدمشق,وحدث,ومتين,دمشق,وثلاث,وبغيرها,البغدادي,127,119,13
142,اخبرتهم,ابنا,اخبرهم,باصبهان,فاطمه,الطبراني,الجوزدانيه,الصيدلاني,ريذه,حاضر,127,119,8
143,المرسي,البلنسي,القرطبي,الاشبيلي,الشاطبي,الغرناطي,العبدري,القيسي,التجيبي,الغافقي,125,98,18
144,واربعماه,الكثير,نيسابور,واربع,وسمع,بنيسابور,سمع,والتزكيه,التاجر,وخمسماه,124,119,32
145,فبمن,بولده,اتم,اراني,اولادي,فداك,وديكا,الرضا,الطاغيه,فاوما,123,102,45
146,نصفين,رجلين,ادعيا,منهما,لواحد,اختصما,بينهما,شاهدين,بعيرا,بينه,123,112,81
147,الفضلا,الابي,وحدث,واجاز,اجاز,شيخنا,وسبعماه,والابي,وحدثت,كابن,122,118,26
148,اوتي,يكفروا,لولا,اولم,سحران,تظاهرا,يكلمنا,كفروا,تشابهت,ساحران,121,113,53
149,لوفاه,اواخر,فتكون,لمضي,فيكون,اهوذ,رحبعم,وملك,المقدس,سنين,118,67,21
150,نصراني,تتخذوا,بطانه,خونهم,نصرانيا,قاتلك,دونكم,كاتبا,ذميا,اقصاهم,117,112,82
151,الباقر,باس,الصادق,الرضا,الامام,جعفر,فلا,اذا,نعم,يعتد,114,51,4
152,الاسرايلي,لغوي,بالامس,يبطش,شيعته,عدوه,يستصرخه,القبطي,استنصره,فاستغاثه,114,96,65
153,الموطا,ساقطه,المشارق,البخاري,ومسلم,والبخاري,حديث,مسلم,والمثبت,الخطيه,113,106,2
154,عقل,راشد,شاوا,العمد,ديه,شعيب,الديه,فديته,المقتول,مغلظ,113,106,45
155,وازره,ينبا,تزر,صحف,وزر,اعنده,للانسان,سعي,الغيب,افرايت,113,104,79
156,البرلسي,الجماعه,طريقين,شيخ,صحيحين,المدني,واخرجه,اخره,صحاح,المذن,113,112,10
157,وراشد,الصلت,عمان,لراشد,تولاه,يبرا,خروجهما,الولايه,يسع,البراه,112,91,21
158,عجيل,تفقه,الفقيه,فقيها,زبيد,جعمان,عارفا,بالفقه,الشويري,للفقيه,112,102,31
159,الوسال,ابواب,الروايه,الباب,كفارات,التهذيب,وسندها,هكذا,والسند,الاحرام,111,97,9
160,مهرويه,القزويني,الغازي,ابيه,الرضا,الحسني,الحسين,جعفر,الهروي,العابدين,110,103,42
161,الهرج,ويكثر,الجهل,والهرج,القتل,الساعه,اياما,ويرفع,وينزل,لاياما,110,92,59
162,المرزباني,العينا,الكاتب,الصولي,الصيمري,الجازري,اخبرني,داد,المعافي,تحذيق,109,106,24
163,والشافعي,والاوزاعي,وعطا,والثوري,وابن,الاقرا,ومالك,وعكرمه,وطاوس,حنيفه,107,102,50
164,مدبرا,تخف,يعقب,حيه,جان,تهتز,خذها,الامنين,سيرتها,راها,107,99,57
165,الخاص,الامير,السلطان,ناظر,ناب,الدين,الجيش,جكم,حلب,عوضا,107,104,29
166,فانزل,فاتنا,بكتاب,كتابا,يسالك,السما,تنزل,بالالواح,اليهود,تريدون,107,93,49
167,مضح,بالجعد,فذبحه,يتخذ,ضحوا,ضحاياكم,يكلم,خليلا,القسري,درهم,105,99,64
168,اغفر,واسرافي,وجهلي,خطيتي,اللهم,اخرت,امري,اعلنت,اسررت,يدعو,105,100,83
169,السمح,السيد,يبكي,وحدثنا,جلد,ومه,حدثنا,حمويه,بسهيل,مسرور,105,101,72
170,قبضها,قبضه,قسامه,خلق,والابيض,فجا,والاسود,قدر,والسهل,ادم,105,97,90
171,طلحه,جدي,سفرجله,سماني,ايوب,عبيدالله,سليمان,فاوسعوا,الطلحي,عبيد,105,93,58
172,مودود,كوفي,يروي,القسملي,بشار,ظلال,كني,اسمه,روي,وكناه,104,101,65
173,الصدفي,الطاهر,الرحمان,الاعلي,المديني,البزاز,النحاس,اسمع,يونس,قراه,104,83,23
174,الاعرج,رافع,الزناد,بدم,المجيد,طالب,الهاشمي,الفضل,يمس,فرع,104,97,46
175,يروي,شيوخنا,مستقيم,واهل,والكوفيين,وماتين,بلده,وغيره,والبصريين,راويا,103,92,13
176,ومعها,بالخاتم,الكافر,الدابه,وخاتم,كافر,تخرج,انف,فتجلو,بالعصا,102,96,86
177,بمنزله,ترضي,مني,لعلي,بعدي,واخبرناه,فاخبرناه,نبي,تكون,السمرقندي,102,63,13
178,وبعده,ولشيعه,ابنه,وستدركه,العابدين,ثم,وبعد,الباقر,الزكي,الصادق,102,90,65
179,بكتابه,كتاب,نوادر,كوفي,بابويه,الزراري,بطه,اصحابنا,يرويه,وكتاب,102,83,9
180,املا,بقراتي,معرض,شاصونه,صمصام,ومركب,شرويد,دحي,الخوعي,اليمامي,102,96,42
181,الزاب,هرثمه,القافله,شبيب,فانهزم,واستخلف,لقتال,القيروان,وسار,وقتل,101,95,39
182,اطواف,والمروه,طاف,يقدم,العمره,بالبيت,الصفا,فطاف,يطوفوا,والعمره,101,96,56
183,المرور,ونعمت,يتفاوت,المنير,شرحه,الاستذان,سياتي,ثوابها,الترجمه,بالنصال,100,98,34
184,جرهد,فليخفف,فسبح,الضعيف,حدثه,فليجوز,ويتممها,غطها,افتانا,اعتمرا,100,94,62
185,المرتضي,الشريف,الكاظم,الرضي,طالب,الموسوي,العابدين,الصادق,الباقر,زين,100,97,64
186,البحار,الصفحه,الكتب,بحار,الاستبصار,الانوار,التهذيب,رجال,الكافي,معجم,100,94,50
187,يصعقون,فاكون,صعق,يفيق,ادري,قبلي,اكان,تخيروني,فافاق,العرش,99,91,63
188,الحجام,استنفرتم,خراج,فادركنا,فانفروا,سافرناها,بطعن,يكترث,شتم,سفره,99,96,22
189,الجليس,المسك,الكير,ونافخ,كحامل,يحذيك,فحامل,تبتاع,السو,ريحه,99,92,81
190,كاهلال,احرم,احرامه,باهلال,الاحرام,اهللت,الهدي,عمره,كاحرام,بالحج,98,87,67
191,مقاله,السريانيه,مقالات,العربيه,جالينوس,وترجمه,وغرضه,حبيش,ترجمته,لمحمد,98,71,15
192,شرف,الدين,عوضا,قضا,بدمشق,القضاه,واقفها,وفاه,الشهاب,المدرسه,98,96,22
193,التلعكبري,واخبرني,والوطواط,المسوخ,الحرمي,والدب,والارنب,والزهره,والجري,الحسين,98,85,40
194,ليجزيك,سقيت,يدعوك,استحيا,تمشي,فجاته,اجر,احداهما,ثوبها,يتبعها,98,91,77
195,الانجيل,بالله,يحلف,انزل,ويحلف,والنصراني,اليهودي,النصراني,ويستحلف,اليمين,97,89,78
196,ونبي,والحاشر,والمقفي,الملحمه,الرحمه,التوبه,العاقب,حفظنا,الماحي,الحاشر,96,85,80
197,البزدوي,مجانبا,الحازمي,وتفقه,التصانيف,تفقه,مذهب,واربعماه,اليسر,الطريقه,96,91,54
198,فينظرون,وعدكم,انجزكم,الحسني,وزياده,فيكشف,مناديا,الهجيمي,يبعث,القيامه,95,87,48
199,فقاتلا,وربك,مقاتلون,قاعدون,اذهب,نقول,الغماد,امض,برك,سرت,95,94,82
200,وارجلكم,ولاصلبنكم,ايديكم,لكبيركم,جذوع,علمكم,ولتعلمن,اينا,نثرك,فلاقطعن,95,91,51
201,وبان,اعترض,طرقها,متن,والبرث,لشبه,كاحاديث,المدرج,ضعيفه,يحتملوه,94,86,48
202,ذريه,هدينا,ونوحا,واجتبينا,وزكريا,نوح,وال,وممن,ويعقوب,سام,94,91,60
203,اماما,ويتلوه,شاهد,ورحمه,قبله,فسيقولون,يهتدوا,افك,ويتلو,القران,94,89,58
204,فال,ين,الرحن,وكات,اد,پزيد,محد,سع,ويطلع,وهيره,93,80,27
205,جزيره,اقصي,السماوه,العرض,يبرين,الطول,حفر,رمل,ريف,منقطع,93,88,86
206,ولكنا,بجانب,نادينا,قرونا,فتطاول,انشانا,ثاويا,العمر,مرسلين,كنت,93,76,65
207,رموز,لينتفع,بذكرها,ترجمتها,اكتفا,الكمال,مختصره,مفتاح,تهذيب,زادا,92,60,1
208,واسكنك,واسجد,خلقك,جنته,ملاكته,ونفخ,ادم,روحه,فيك,اصطفاك,92,83,67
209,طسم,نتلوا,يستضعف,شيعا,المبين,ويستحيي,لقوم,ونريد,استضعفوا,نبا,91,91,76
210,خاتما,فصه,اتخذ,ونقش,ورق,فضه,كفه,ينقش,الخاتم,ذهب,90,78,48
211,البتع,المزر,والمزر,مسكر,اشربه,الشعير,شرابا,العسل,شراب,الذره,90,86,64
212,واخرج,المنذر,وابن,حاتم,جرير,حميد,مردويه,الفريابي,اخرج,والحاكم,89,82,5
213,بدران,القادر,المخلص,البسري,ويوسف,البنا,البندار,طاهر,انبانا,البغوي,88,86,23
214,والسابق,السابقون,والسابقون,وسبق,ياسين,سبق,الصديقون,يس,افضلهم,فالسابق,88,79,58
215,ليتوب,مسي,مغربها,يبسط,تطلع,بالنهار,ويبسط,بالليل,النهار,يده,87,82,79
216,القرن,بلاسيوس,للميلاد,الكونت,المنطقه,جنوب,اسبانيا,نصير,القيروان,الجيرندي,86,71,45
217,الرعا,خطبكما,غنمهما,يصدر,نسقي,قالتا,تذودان,تسقيان,فسقي,لهما,86,75,64
218,وتخفون,تبدونها,تجعلونه,ذرهم,وعلمتم,قدروا,خوضهم,قراطيس,اباكم,يلعبون,86,82,71
219,واخوان,مهاجرين,فخرجنا,مخرج,اصغرهم,بلغنا,رهم,باليمن,سفينتنا,ونحن,85,85,56
220,مجيد,باركت,وبارك,صل,قولوا,موهب,صليت,ال,انك,عليك,85,71,56
221,اصبر,ويرزقهم,اذي,يعافيهم,ولدا,يسمعه,ليعافيهم,ليدعون,يدعون,سمعه,85,80,71
222,تمنها,نعمه,عبدت,وليدا,فعلتها,الضالين,الكافرين,وتلك,نربك,فعلتك,85,66,49
223,المليحي,النعيمي,الواحد,نا,نبا,يوسف,انا,اسماعيل,ورهطك,متفق,85,82,6
224,الصابر,كالقابض,ريذه,بقراتي,الجمر,الجراحي,صقير,اخبرنا,زمان,شاكر,85,80,39
225,اسري,قبره,الكثيب,مررت,يصلي,الاحمر,بي,ليله,التيمي,قام,84,74,62
226,الجز,الصفحه,رقم,اسناد,ومتنه,شاهد,لضعف,مسنده,ضعيف,شس,84,79,1
227,فاري,يمين,احلف,غيرها,يميني,خيرا,كفرت,واتيت,وتحللتها,خير,84,82,61
228,سينين,والزيتون,وطور,التين,الجبل,سينا,طور,الزيتون,جبل,وسينا,84,82,57
229,اصدار,الاخ,الخلاف,الاسلاميه,فهرس,الاحباس,والاخ,كليه,مخطوط,معطي,84,71,68
230,مرحبا,بالاخ,خلصت,المجي,يبكيك,فسلمت,ابكي,فاستفتح,بكي,الصالح,84,79,78
231,الطاوس,ركن,العامل,العارفين,كبت,العالم,العلامه,السيد,الساده,اعداه,83,70,7
232,الذنب,المصيبه,اللوم,بالقدر,لماذا,ادم,ونفسك,محجوجا,اتلومني,لاجل,83,73,48
233,عوج,عسكر,اذرع,بنشابه,بجناحه,ارتقي,ليطبقها,فرسخ,صخره,فردت,82,78,57
234,مزمارا,مزامير,الصوت,لحبرته,تحبيرا,بالقران,صوته,زينوا,باصواتكم,تسمع,82,77,65
